bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
199	NR_037804	chr3	-	132276981	132441303	132441303	132441303	45	132276981,132278676,132279944,132294615,132295787,132297639,132322072,132323941,132337477,132338311,132339975,132345534,132347183,132349280,132350184,132358335,132360815,132361520,132363640,132400757,132401546,132402242,132403397,132405103,132405994,132407493,132407917,132409371,132410035,132411497,132413670,132415574,132416103,132418761,132419177,132420273,132423041,132424583,132426944,132431969,132433928,132435600,132437837,132438548,132440806,	132277929,132278786,132280061,132294770,132295859,132298402,132322171,132324049,132337616,132338389,132340136,132345661,132347290,132349402,132350323,132358500,132360977,132361646,132363735,132400934,132401662,132402368,132403638,132405231,132406070,132407735,132408107,132409494,132410130,132411662,132413809,132415657,132416206,132418905,132419292,132420377,132423215,132424658,132427101,132432130,132434062,132435753,132437988,132438674,132441303,	0	NPHP3-ACAD11	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
734	NR_028083	chrY	+	19612837	19628622	19628622	19628622	10	19612837,19613590,19624977,19625353,19626040,19626320,19626688,19627191,19627591,19627895,	19612995,19613640,19625106,19625447,19626211,19626414,19626898,19627379,19627813,19628622,	0	FAM41AY1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
126	NR_039970	chr20	+	55913212	55998278	55998278	55998278	3	55913212,55996406,55998253,	55913256,55996417,55998278,	0	MIR5095	unk	unk	-1,-1,-1,
1238	NR_039619	chr1	+	85599476	85599556	85599556	85599556	1	85599476,	85599556,	0	MIR4423	unk	unk	-1,
732	NR_039954	chr3	-	19356339	19356423	19356423	19356423	1	19356339,	19356423,	0	MIR4791	unk	unk	-1,
1314	NM_153226	chr10	+	95653729	95662491	95653790	95661247	3	95653729,95658330,95660508,	95653968,95658508,95662491,	0	SLC35G1	cmpl	cmpl	0,1,2,
1028	NR_027408	chr17	-	58179120	58180280	58180280	58180280	1	58179120,	58180280,	0	LOC653653	unk	unk	-1,
1060	NR_037882	chr20	+	62289162	62330051	62330051	62330051	38	62289162,62290585,62292650,62293202,62293898,62294181,62297356,62298821,62303908,62305292,62309497,62309620,62311201,62312016,62316875,62317143,62318990,62319289,62319491,62319653,62319880,62320407,62320854,62321102,62321439,62321646,62322157,62323094,62324157,62324495,62325724,62326093,62326418,62326680,62327130,62328112,62328680,62329632,	62289819,62290857,62292849,62293296,62293980,62294242,62297432,62298906,62303974,62305446,62309536,62309699,62311299,62312072,62316950,62317225,62319123,62319403,62319532,62319739,62319958,62320485,62321001,62321218,62321563,62321794,62322300,62323190,62324356,62324636,62325841,62326327,62326574,62327003,62327207,62328544,62328875,62330051,	0	RTEL1-TNFRSF6B	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
588	NM_001286435	chr16	+	447191	450754	447222	450190	5	447191,448989,449378,449626,450108,	447313,449123,449480,449739,450754,	0	NME4	cmpl	cmpl	0,1,0,0,2,
937	NM_001286416	chr21	-	46225531	46238044	46226865	46237883	4	46225531,46228961,46233776,46237862,	46226955,46229033,46234019,46238044,	0	SUMO3	cmpl	cmpl	0,0,0,0,
232	NM_001286378	chr1	+	166944818	166991449	166959009	166991092	13	166944818,166958637,166958973,166960614,166961922,166963264,166973416,166974312,166974492,166985458,166987063,166990321,166990904,	166944903,166958721,166959066,166960714,166962078,166963306,166973541,166974367,166974634,166985521,166987196,166990397,166991449,	0	MAEL	cmpl	cmpl	-1,-1,0,0,1,1,1,0,1,2,2,0,1,
232	NM_001286377	chr1	+	166958325	166991449	166958589	166991092	11	166958325,166960614,166961922,166963264,166973416,166974312,166974492,166985458,166987063,166990321,166990904,	166958721,166960714,166962078,166963306,166973541,166974367,166974634,166985521,166987196,166990397,166991449,	0	MAEL	cmpl	cmpl	0,0,1,1,1,0,1,2,2,0,1,
810	NR_026765	chr8	-	29578775	29605625	29605625	29605625	4	29578775,29582392,29583671,29605530,	29579667,29582535,29583939,29605625,	0	LINC00589	unk	unk	-1,-1,-1,-1,
202	NM_001286568	chr2	-	135954538	136288300	135957911	136262059	21	135954538,135960401,135965003,135966437,135975034,135976646,135981995,135985387,135988082,136023103,136026531,136029337,136033205,136071058,136072928,136103119,136107553,136111019,136148371,136261898,136288095,	135958010,135960533,135965406,135966548,135975177,135976748,135982087,135985585,135988497,136023256,136026711,136029457,136033325,136071175,136073100,136103205,136107785,136111198,136148390,136262066,136288300,	0	ZRANB3	cmpl	cmpl	0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0,-1,
202	NM_001286569	chr2	-	135954538	136288300	135957911	136026555	22	135954538,135960401,135965003,135966437,135975034,135976646,135981995,135985381,135988082,136023103,136026531,136028870,136029337,136033205,136071058,136072928,136103119,136107553,136111019,136148371,136261898,136288067,	135958010,135960533,135965406,135966548,135975177,135976748,135982087,135985585,135988497,136023256,136026711,136028965,136029457,136033325,136071175,136073100,136103205,136107785,136111198,136148390,136262066,136288300,	0	ZRANB3	cmpl	cmpl	0,0,2,2,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1114	NM_144676	chr16	-	69377148	69385712	69377309	69385656	4	69377148,69381690,69383427,69385443,	69377543,69381839,69383554,69385712,	0	TMED6	cmpl	cmpl	0,1,0,0,
736	NR_073459	chr14	+	19894368	19904572	19904572	19904572	3	19894368,19896784,19904258,	19894691,19896872,19904572,	0	BMS1P18	unk	unk	-1,-1,-1,
735	NR_073459	chr14	-	19670791	19681016	19681016	19681016	3	19670791,19678512,19680693,	19671105,19678600,19681016,	0	BMS1P18	unk	unk	-1,-1,-1,
141	NR_046217	chr1	+	71547006	71703406	71703406	71703406	4	71547006,71557346,71688739,71702812,	71547096,71557387,71688797,71703406,	0	ZRANB2-AS2	unk	unk	-1,-1,-1,-1,
100	NM_024423	chr18	-	28570051	28622781	28574435	28622626	17	28570051,28574419,28576756,28581583,28584107,28586872,28587981,28588234,28598036,28598631,28602301,28604314,28605725,28609474,28610938,28612157,28622557,	28574338,28574462,28577014,28581705,28584332,28587097,28588124,28588491,28598222,28598766,28602468,28604459,28605881,28609594,28611138,28612242,28622781,	0	DSC3	cmpl	cmpl	-1,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,0,
1243	NR_038438	chr16	+	86320036	86326995	86326995	86326995	3	86320036,86324270,86325133,	86320155,86324350,86326995,	0	RP11-514D23.1	unk	unk	-1,-1,-1,
1072	NR_027378	chr8	+	63890419	63897460	63897460	63897460	1	63890419,	63897460,	0	UG0898H09	unk	unk	-1,
133	NR_026866	chr3	+	63805040	63834312	63834312	63834312	7	63805040,63808925,63813276,63816785,63817355,63830698,63834039,	63805272,63809245,63813401,63816899,63817520,63830758,63834312,	0	C3orf49	unk	unk	-1,-1,-1,-1,-1,-1,-1,
922	NM_001286520	chr6	-	44221837	44225308	44222442	44223342	4	44221837,44224074,44224421,44225136,	44223381,44224233,44224615,44225308,	0	SLC35B2	cmpl	cmpl	0,-1,-1,-1,
1139	NR_026837	chr12	-	72647286	72667289	72667289	72667289	2	72647286,72665602,	72649554,72667289,	0	TRHDE-AS1	unk	unk	-1,-1,
605	NR_027700	chr20	+	2633177	2639039	2639039	2639039	12	2633177,2633487,2633924,2635059,2635394,2635970,2636240,2636579,2637046,2637419,2637726,2638574,	2633309,2633577,2634039,2635221,2635593,2636158,2636392,2636860,2637195,2637541,2637864,2639039,	0	NOP56	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
215	NR_027002	chr1	+	149279475	149291742	149291742	149291742	1	149279475,	149291742,	0	LOC388692	unk	unk	-1,
1065	NR_026897	chr15	-	62929370	62937380	62937380	62937380	3	62929370,62932358,62936715,	62930817,62932561,62937380,	0	MGC15885	unk	unk	-1,-1,-1,
1737	NM_001284262	chr7	-	151078206	151107791	151078667	151093203	6	151078206,151078963,151082173,151092861,151097185,151107678,	151078832,151079067,151082309,151093282,151097327,151107791,	0	WDR86	cmpl	cmpl	0,1,0,0,-1,-1,
1737	NM_001284261	chr7	-	151078206	151107791	151078444	151093203	5	151078206,151078963,151092861,151097185,151107678,	151078832,151079067,151093282,151097327,151107791,	0	WDR86	cmpl	cmpl	2,0,0,-1,-1,
1737	NM_001284260	chr7	-	151078206	151107124	151078413	151106675	6	151078206,151078963,151082173,151092861,151097185,151106512,	151078832,151079067,151082373,151093282,151097327,151107124,	0	WDR86	cmpl	cmpl	1,2,0,2,1,0,
108	NM_001085400	chr4	-	37612255	37687999	37633009	37687909	7	37612255,37633006,37636508,37640068,37648989,37650897,37687821,	37614964,37633145,37636745,37640126,37649061,37651122,37687999,	0	RELL1	cmpl	cmpl	-1,2,2,1,1,1,0,
1267	NR_038385	chr12	-	89404902	89413469	89413469	89413469	3	89404902,89408468,89413329,	89407094,89408645,89413469,	0	RP11-13A1.1	unk	unk	-1,-1,-1,
585	NR_038377	chr4_gl000193_random	-	49162	88375	88375	88375	6	49162,50561,59868,75048,75487,88199,	49618,50619,59956,75288,75675,88375,	0	MGC39584	unk	unk	-1,-1,-1,-1,-1,-1,
1614	NR_027127	chr5	-	134984371	134989624	134989624	134989624	3	134984371,134988043,134989530,	134986212,134988150,134989624,	0	LOC340074	unk	unk	-1,-1,-1,
931	NR_028414	chr19	+	45430059	45434643	45434643	45434643	4	45430059,45430212,45431051,45434256,	45430089,45430290,45431187,45434643,	0	APOC1P1	unk	unk	-1,-1,-1,-1,
931	NR_028412	chr19	+	45430059	45434643	45434643	45434643	3	45430059,45430866,45434256,	45430290,45431187,45434643,	0	APOC1P1	unk	unk	-1,-1,-1,
922	NM_001286513	chr6	-	44221837	44225308	44222442	44224502	3	44221837,44224421,44225136,	44223381,44224615,44225308,	0	SLC35B2	cmpl	cmpl	0,0,-1,
922	NM_001286512	chr6	-	44221837	44225089	44222442	44224479	4	44221837,44224078,44224421,44224918,	44223381,44224233,44224615,44225089,	0	SLC35B2	cmpl	cmpl	0,1,0,-1,
613	NR_047675	chr20	-	3734145	3749035	3749035	3749035	6	3734145,3735043,3736115,3739182,3740728,3748748,	3734805,3735166,3736254,3739325,3740833,3749035,	0	C20orf27	unk	unk	-1,-1,-1,-1,-1,-1,
1767	NR_045515	chr1	+	154975105	154991001	154991001	154991001	6	154975105,154975318,154982733,154983391,154987130,154988695,	154975145,154975419,154982873,154983491,154988290,154991001,	0	ZBTB7B	unk	unk	-1,-1,-1,-1,-1,-1,
697	NR_046285	chr5	+	14712802	14716638	14716638	14716638	2	14712802,14716530,	14715293,14716638,	0	LOC100130744	unk	unk	-1,-1,
1053	NR_036496	chr2	-	61368726	61372110	61372110	61372110	2	61368726,61371907,	61371080,61372110,	0	LOC339803	unk	unk	-1,-1,
1430	NR_049830	chr2	-	110844009	110844100	110844100	110844100	1	110844009,	110844100,	0	MIR4436B2	unk	unk	-1,
1432	NR_049830	chr2	+	111042429	111042520	111042520	111042520	1	111042429,	111042520,	0	MIR4436B2	unk	unk	-1,
1182	NR_049799	chr15	+	78375874	78375901	78375901	78375901	1	78375874,	78375901,	0	MIR5003	unk	unk	-1,
933	NR_030599	chr15	+	45725247	45725327	45725327	45725327	1	45725247,	45725327,	0	MIR147B	unk	unk	-1,
1349	NR_031619	chr10	-	100154974	100155064	100155064	100155064	1	100154974,	100155064,	0	MIR1287	unk	unk	-1,
2002	NR_039977	chr4	-	185814153	185820615	185820615	185820615	2	185814153,185820460,	185815294,185820615,	0	LINC01093	unk	unk	-1,-1,
2002	NR_039976	chr4	-	185814153	185820615	185820615	185820615	3	185814153,185818501,185820460,	185815294,185818721,185820615,	0	LINC01093	unk	unk	-1,-1,-1,
2002	NR_039975	chr4	-	185814153	185820615	185820615	185820615	3	185814153,185818488,185820460,	185815294,185818721,185820615,	0	LINC01093	unk	unk	-1,-1,-1,
1420	NR_038996	chr12	-	109489845	109491770	109491770	109491770	2	109489845,109491490,	109490543,109491770,	0	USP30-AS1	unk	unk	-1,-1,
24	NR_038976	chr3	-	131043935	131100319	131100319	131100319	4	131043935,131046020,131095455,131100176,	131045120,131046574,131095551,131100319,	0	LOC339874	unk	unk	-1,-1,-1,-1,
1332	NR_040097	chr2	+	97948228	97957632	97957632	97957632	5	97948228,97948300,97950614,97951039,97957293,	97948286,97950522,97950744,97951260,97957632,	0	AC159540.1	unk	unk	-1,-1,-1,-1,-1,
956	NR_024188	chr2	+	48667907	48742531	48742531	48742531	22	48667907,48678146,48681694,48685264,48686892,48687233,48688276,48692075,48692631,48698225,48698417,48701821,48707062,48713769,48718156,48722817,48725631,48732702,48734407,48737153,48738478,48741853,	48668149,48678215,48681880,48685366,48687057,48687292,48688371,48692128,48692781,48698327,48698506,48701958,48707155,48713897,48718309,48722910,48725874,48732735,48734524,48737252,48738607,48742531,	0	PPP1R21	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
795	NR_003525	chr10	-	27534781	27541235	27541235	27541235	1	27534781,	27541235,	0	LRRC37A6P	unk	unk	-1,
1440	NR_039634	chr2	-	112078588	112078668	112078668	112078668	1	112078588,	112078668,	0	MIR4435-1	unk	unk	-1,
1079	NR_039633	chr2	+	64752646	64752699	64752699	64752699	1	64752646,	64752699,	0	MIR4434	unk	unk	-1,
637	NR_040089	chr17	-	6888441	6915653	6915653	6915653	3	6888441,6913114,6915514,	6888859,6913208,6915653,	0	LOC100506713	unk	unk	-1,-1,-1,
878	NM_153681	chr21	-	38437663	38445103	38437881	38444887	4	38437663,38439561,38441851,38444733,	38438012,38439680,38441924,38445103,	0	PIGP	cmpl	cmpl	1,2,1,0,
821	NR_040245	chr12	+	30948614	30955645	30955645	30955645	5	30948614,30951078,30952846,30953467,30954634,	30949150,30951249,30952955,30953535,30955645,	0	LINC00941	unk	unk	-1,-1,-1,-1,-1,
886	NR_040111	chr17	+	39558667	39568840	39568840	39568840	3	39558667,39564672,39568670,	39558760,39566569,39568840,	0	AC003958.2	unk	unk	-1,-1,-1,
1170	NR_046482	chr14	-	76737449	76737476	76737476	76737476	1	76737449,	76737476,	0	RNU6-31P	unk	unk	-1,
1361	NR_046482	chr1	-	101806424	101806451	101806451	101806451	1	101806424,	101806451,	0	RNU6-31P	unk	unk	-1,
912	NR_040101	chr6	+	42981840	42989036	42989036	42989036	10	42981840,42984871,42985256,42985882,42986080,42986370,42986600,42986829,42987025,42988404,	42982086,42985084,42985433,42985954,42986294,42986457,42986709,42986903,42987104,42989036,	0	KLHDC3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
208	NM_019001	chr3	-	142025448	142166904	142030352	142166786	42	142025448,142031439,142031977,142037433,142037631,142048275,142051216,142051808,142054289,142066075,142074242,142075753,142078703,142083888,142084151,142089326,142090080,142094639,142095320,142098923,142102141,142103364,142116170,142119285,142122515,142122710,142123748,142131385,142132976,142135981,142137345,142137656,142139857,142140317,142141423,142141676,142142401,142144063,142144270,142145585,142151502,142166711,	142030655,142031600,142032016,142037536,142037745,142048457,142051373,142051931,142054351,142066184,142074338,142075961,142078773,142084021,142084208,142089462,142090170,142094786,142095436,142099022,142102255,142103527,142116302,142119389,142122614,142122831,142123918,142131505,142133133,142136071,142137451,142137723,142139995,142140385,142141592,142141764,142142484,142144174,142144380,142145683,142151735,142166904,	0	XRN1	cmpl	cmpl	0,1,1,0,0,1,0,0,1,0,0,2,1,0,0,2,2,2,0,0,0,2,2,0,0,2,0,0,2,2,1,0,0,1,0,2,0,0,1,2,0,0,
1794	NR_073096	chr6	-	158535502	158589312	158589312	158589312	13	158535502,158537216,158540060,158541456,158549139,158564087,158565330,158567813,158569896,158571484,158576346,158579304,158589171,	158536003,158537314,158540202,158541607,158549302,158564216,158565452,158567945,158569986,158571621,158576383,158579396,158589312,	0	SERAC1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2135	NR_045784	chr1	-	203185206	203198860	203198860	203198860	13	203185206,203186429,203186866,203187062,203188343,203188791,203191329,203192262,203192622,203194175,203194796,203197660,203198739,	203186261,203186500,203186993,203187219,203188457,203188977,203191453,203192387,203192788,203194232,203194998,203197690,203198860,	0	CHIT1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
647	NR_045405	chr11	-	8127596	8190590	8190590	8190590	7	8127596,8148205,8158924,8159818,8161513,8174921,8190412,	8132684,8148354,8159018,8159894,8161740,8174970,8190590,	0	RIC3	unk	unk	-1,-1,-1,-1,-1,-1,-1,
149	NR_045351	chr17	+	79935425	79975282	79975282	79975282	15	79935425,79941429,79943382,79952696,79953867,79954295,79966912,79967361,79968677,79969418,79970106,79974351,79974675,79974816,79975184,	79935624,79941544,79943483,79952754,79953941,79954722,79967067,79967443,79968744,79969481,79970159,79974403,79974745,79974989,79975282,	0	ASPSCR1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
942	NM_199044	chr1	+	46805848	46830824	46806498	46827518	6	46805848,46810472,46812592,46818539,46826375,46827241,	46806591,46810816,46812747,46818700,46826500,46830824,	0	NSUN4	cmpl	cmpl	0,0,2,1,0,2,
1060	NR_051956	chr20	-	62329994	62339365	62339365	62339365	8	62329994,62331953,62333181,62333487,62337708,62338002,62338350,62339218,	62331882,62332054,62333247,62333569,62337791,62338090,62338449,62339365,	0	ARFRP1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
1060	NR_051955	chr20	-	62329994	62339365	62339365	62339365	8	62329994,62331953,62333181,62333487,62337708,62338002,62338350,62339218,	62331882,62332054,62333250,62333569,62337791,62338090,62338449,62339365,	0	ARFRP1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
1060	NR_051954	chr20	-	62329994	62339365	62339365	62339365	8	62329994,62331953,62333181,62333487,62337708,62338002,62338350,62339218,	62331882,62332054,62333250,62333569,62337791,62338090,62338444,62339365,	0	ARFRP1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
825	NR_038288	chr13	-	31504808	31506745	31506745	31506745	3	31504808,31505382,31506412,	31505011,31506073,31506745,	0	TEX26-AS1	unk	unk	-1,-1,-1,
1368	NM_001282674	chrX	+	102631250	102633092	102631330	102632755	2	102631250,102632390,	102631541,102633092,	0	NGFRAP1	cmpl	cmpl	0,1,
988	NM_133179	chrX	-	52891557	52897119	52891646	52896164	5	52891557,52893803,52895461,52896083,52897036,	52891669,52893929,52895567,52896172,52897119,	0	XAGE3	cmpl	cmpl	1,1,0,0,-1,
1149	NM_001251874	chr6	-	73951037	74019938	73951251	74019437	5	73951037,73951777,73952128,74001720,74019274,	73951451,73951960,73952253,74001763,74019938,	0	KHDC1	cmpl	cmpl	1,1,2,1,0,
103	NM_001278167	chr20	-	31946644	31989375	31946848	31984870	14	31946644,31948156,31954664,31958304,31960447,31961920,31967266,31973455,31975128,31979947,31981837,31982818,31984566,31989233,	31946929,31948297,31954811,31958435,31960503,31962018,31967497,31973576,31975339,31980048,31981872,31982922,31984890,31989375,	0	CDK5RAP1	cmpl	cmpl	0,0,0,1,2,0,0,2,1,2,0,1,0,-1,
1654	NM_080877	chr9	+	140125384	140131006	140126154	140130868	13	140125384,140126115,140126523,140127026,140127235,140127455,140127660,140128084,140128314,140128560,140128867,140129058,140130403,	140125531,140126239,140126613,140127155,140127379,140127567,140127856,140128174,140128393,140128728,140128984,140129183,140131006,	0	SLC34A3	cmpl	cmpl	-1,0,1,1,1,1,2,0,0,1,1,1,0,
103	NM_001278169	chr20	-	31946644	31989375	31946848	31989364	14	31946644,31948156,31954664,31958304,31960447,31961920,31967266,31973455,31975128,31979947,31981837,31982818,31984566,31989233,	31946929,31948297,31954814,31958435,31960503,31962018,31967497,31973576,31975339,31980048,31981872,31982922,31984658,31989375,	0	CDK5RAP1	cmpl	cmpl	0,0,0,1,2,0,0,2,1,2,0,1,2,0,
1004	NR_047649	chr5	-	54921672	54988881	54988881	54988881	14	54921672,54923718,54929522,54931371,54941616,54945034,54948356,54952542,54960520,54965055,54965384,54965585,54968390,54988417,	54922487,54923808,54929636,54931485,54941723,54945142,54948551,54952602,54960691,54965149,54965448,54965707,54968523,54988881,	0	SLC38A9	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1580	NM_001252023	chr9	-	130493802	130497628	130494421	130495770	3	130493802,130495663,130497398,	130494557,130495839,130497628,	0	TOR2A	cmpl	cmpl	2,0,-1,
671	NR_104231	chr2	+	11295497	11318998	11318998	11318998	8	11295497,11300591,11300750,11304329,11312050,11312876,11315093,11317862,	11295815,11300674,11300820,11304387,11312171,11312950,11315135,11318998,	0	PQLC3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
1580	NM_001252021	chr9	-	130493802	130497628	130494312	130495770	4	130493802,130494842,130495663,130497398,	130494557,130494970,130495836,130497628,	0	TOR2A	cmpl	cmpl	1,2,0,-1,
1580	NM_001252018	chr9	-	130493802	130497628	130494312	130495770	4	130493802,130494842,130495663,130497398,	130494557,130494970,130495839,130497628,	0	TOR2A	cmpl	cmpl	1,2,0,-1,
1106	NM_001251969	chr5	+	68389775	68400567	68390082	68399872	3	68389775,68398888,68399788,	68390165,68398955,68400567,	0	SLC30A5	cmpl	cmpl	0,2,0,
